23,24
70,71
149,150
56,154
155,156
157,158
175,176
198,199
215,216
125,219
221,222
233,234
236,237
266,267
276,277
316,317
318,319
328,329
336,337
355,356
18,362
392,393
146,400
15,172
451,472
477,478
495,496
360,497
80,502
509,510
517,518
519,520
527,528
38,529
358,531
199,535
576,577
38,580
531,589
614,615
617,618
228,633
228,650
255,666
675,676
92,96
681,682
685,686
436,691
699,700
41,705
733,734
475,744
749,750
18,761
15,500
337,613
769,770
592,787
789,790
38,791
796,797
800,801
296,398
18,807
812,813
281,814
819,820
86,829
838,839
473,840
848,849
274,875
884,885
893,894
928,929
27,942
584,951
954,955
296,641
590,958
961,962
180,737
881,1001
410,1005
15,1020
417,1023
707,1024
499,538
210,1068
240,1082
1089,1090
1092,1093
257,1106
1107,1108
1125,1126
64,1137
538,1141
1157,1158
160,584
1163,1164
1176,1177
202,1191
1194,1195
1122,1198
1203,1204
1209,1210
1211,1212
24,1215
38,1221
42,1006
199,1112
1095,1239
1245,1246
1228,1247
199,1249
1251,1252
1258,1259
1260,1261
410,1273
38,203
1292,1293
1313,1314
213,403
29,1331
24,551
1357,1358
688,1370
1389,1390
1391,1392
211,1396
1397,1398
1408,1409
199,1412
252,1415
716,1419
490,1422
1423,1424
1445,1446
199,1118
1279,1468
366,1477
693,1501
366,945
1251,1502
688,1526
327,1547
1560,1561
1564,1565
152,695
63,1576
29,1577
1127,1581
1582,1583
156,179
86,1594
1067,1595
299,1206
15,1600
26,1616
1617,1618
220,700
1627,1628
62,1631
1322,1649
64,1651
688,1655
239,393
1025,1503
41,1366
295,1671
1677,1678
688,1691
1332,1694
1695,1696
4,1709
170,538
1713,1714
1715,1716
1719,1720
538,617
688,1721
354,1726
1323,1735
1736,1737
53,995
1747,1748
258,437
1757,1758
1197,1573
811,1345
840,1786
1728,1787
908,1788
1794,1795
73,129
1805,1806
296,1815
29,1817
47,1829
789,1384
1837,1838
203,1217
66,199
93,611
1868,1869
676,1501
117,1874
575,798
345,1061
1404,1885
441,1593
130,1898
1748,1899
842,1344
1921,1922
498,1923
1336,1884
1925,1926
1934,1935
914,1318
1938,1939
296,787
389,1949
1952,1953
29,1956
1546,1951
538,1973
602,1963
156,1993
549,2001
1001,2006
2012,2013
115,1027
33,145
276,2022
1698,2030
801,1637
160,2042
538,1277
1087,2051
1085,1963
239,250
18,2065
2082,2083
239,1530
38,2087
1236,2088
1481,2093
656,2096
700,2099
38,2102
700,1602
1610,2110
437,548
51,453
366,1463
1025,2116
1610,2117
83,1336
616,1277
944,2121
987,1048
66,2133
2135,2136
181,547
29,2032
2141,2142
154,155
2143,2144
208,805
366,2154
1160,1998
15,1283
29,2175
1907,2177
964,2184
180,2186
552,2190
1058,2191
903,2195
856,2199
15,2211
1963,2212
128,2218
25,1413
1531,2221
196,222
438,2224
2016,2231
177,354
2232,2233
1392,2239
81,673
29,531
366,2248
64,338
15,499
2257,2258
974,1766
2265,2266
1800,2267
1918,2268
38,2272
29,1143
296,2275
216,574
1214,2248
720,1480
1495,2279
1381,1736
1207,1661
29,1929
199,1097
277,2284
2285,2286
2291,2292
2241,2294
233,944
69,1799
538,2304
173,513
542,1310
2016,2310
360,558
882,2313
38,2314
306,2316
787,1331
689,2320
2321,2322
2302,2325
2326,2327
1050,2342
818,2345
2349,2350
436,2355
2356,2357
538,2358
2246,2364
563,758
2367,2368
749,1369
1894,2370
480,2371
237,2274
688,2372
2375,2376
2240,2378
1162,2379
688,2385
683,1372
679,1505
2387,2388
365,630
839,2296
700,1623
2396,2397
1154,2401
1302,2404
2406,2407
1832,2408
38,139
114,2413
625,2421
1121,1698
41,2426
2345,2432
357,1132
222,2434
10,1004
2440,2441
98,1929
1169,2011
1108,2465
2467,2468
70,551
29,803
2470,2471
173,514
294,2472
1612,2474
366,972
1487,2476
807,1578
538,2478
366,505
2482,2483
2486,2487
1096,2489
47,63
252,1062
4,41
1656,2411
963,1944
2498,2499
1088,2500
143,2018
1814,1914
698,2513
1610,2515
2521,2522
154,2523
523,2525
276,2532
1297,1402
29,1340
829,1688
1781,2547
1952,2553
29,2535
930,1965
1008,2459
973,975
1783,2559
1052,2562
1590,2564
154,592
1255,1864
51,995
348,2570
296,2575
1474,2576
1925,2577
543,906
1533,1959
1443,2585
2145,2587
2269,2588
117,1010
143,2590
2591,2592
2593,2594
362,2597
612,759
2464,2598
2604,2605
597,2610
49,1050
514,2614
1431,2622
534,2083
198,410
29,1009
17,920
2628,2629
473,793
105,2633
1959,2639
992,2645
295,2646
1630,2648
66,2657
681,2659
578,1951
263,778
228,2671
306,1979
1361,1599
8,88
2109,2678
258,405
1963,2519
2595,2687
331,332
29,2690
2691,2692
15,1494
2701,2702
933,2329
29,2711
1098,1342
748,2728
959,1657
811,948
1885,2365
407,2737
29,2739
437,837
296,2746
277,505
1264,2676
386,634
231,1731
1423,2758
977,2766
2752,2767
703,2768
693,2772
2342,2773
578,2777
648,1645
296,2781
15,1965
749,2788
2794,2795
2799,2800
688,2801
2434,2804
2477,2643
2825,2826
222,840
51,2594
1169,2829
694,2830
238,2831
681,2833
1121,2836
88,2849
2213,2851
2103,2389
433,2854
1569,2856
1112,1213
86,344
2016,2824
2862,2863
38,2867
1206,2868
24,1891
228,2876
325,332
514,2880
2063,2882
2675,2885
1857,2888
248,1602
119,234
1025,1856
1304,2897
366,636
238,1225
19,1321
703,2103
478,1162
145,370
280,432
199,449
272,2917
2182,2919
228,2922
172,930
277,700
518,2228
562,1494
2928,2929
700,1637
277,1503
301,1471
1623,1664
688,2939
693,2940
882,1371
2945,2946
792,2149
732,2952
38,521
432,1237
366,2184
29,798
766,2869
2964,2965
1712,2967
13,452
51,222
772,775
1030,2976
538,2977
451,1046
433,2393
639,1155
1053,1463
29,2980
688,733
2203,2985
2989,2990
993,2991
935,2998
307,3001
1120,1491
145,153
491,656
17,143
2361,3014
959,3020
1401,2170
3025,3026
1127,2181
721,3027
15,381
1586,3029
3030,3031
1830,3032
589,3033
758,3035
615,671
491,1282
394,1121
380,3040
1373,1799
1,3044
380,2573
172,436
521,3051
3053,3054
1050,3055
279,1437
482,672
41,62
1803,3061
825,921
478,3065
538,2579
2123,2706
210,1206
198,3070
1870,3072
222,3074
1429,2294
161,2223
921,2973
1891,3081
218,2226
505,700
196,966
889,3084
3086,3087
81,959
2484,3092
294,3095
3097,3098
688,3099
222,2048
1779,3105
1339,1710
136,1583
2300,3110
1464,3113
296,3121
1129,1208
688,3128
473,2973
442,731
537,3132
26,1081
228,2452
119,2214
1854,2661
38,3147
278,2319
1108,2960
3024,3151
222,1915
1328,1534
69,3154
966,1025
42,878
1660,2043
1128,3159
24,394
754,1890
874,1621
2873,3166
848,1672
2726,3172
1801,3174
1453,3175
795,3176
1634,2475
64,433
92,1432
1872,2605
703,1038
696,3178
29,1802
602,3180
1212,2414
1594,3182
202,2919
38,291
3183,3184
1567,2935
538,2193
1075,3189
1620,3190
222,3192
1902,2099
310,422
1383,3194
136,3196
1284,3197
201,1333
988,3199
2856,2934
1434,3201
199,222
344,3205
688,3206
92,435
1610,3207
870,3208
212,296
2316,3212
1200,3213
1170,3214
228,617
2227,3140
352,1389
151,1895
571,1267
61,2171
199,585
2420,3108
2013,2356
3223,3224
688,3225
2414,3227
366,982
194,468
3233,3234
508,649
79,966
473,966
448,603
17,26
947,1534
2528,3245
3249,3250
1167,3251
1251,1258
38,1985
656,2735
3259,3260
71,703
1035,3262
1751,3084
3163,3263
3264,3265
194,3266
38,3272
1182,2825
385,3088
160,2762
2789,3274
41,3276
1043,1475
366,2120
2073,3278
2227,3281
982,1169
395,478
852,3287
204,3288
3292,3293
10,3294
